Uniprot,symbol,Fasta header,Sequence coverage [%],Distal#1_Ave,Distal#2_Ave,Distal#3_Ave,Proximal#1_Ave,Proximal#2_Ave,Proximal#3_Ave,Distal,Proximal,minus_LOG10_p_value,Difference,p_value
F1RAE9,stxbp2,>tr|F1RAE9|F1RAE9_DANRE Uncharacterized protein OS=Danio rerio GN=stxbp2 PE=4 SV=1,31.3,22.805525,22.01686667,25.2045,22.835075,22.4936,23.35245,23.34229722,22.89370833,0.80,-0.249,0.16 
F1RAF9,shmt2,>tr|F1RAF9|F1RAF9_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=shmt2 PE=3 SV=1,21.8,22.95515,23.97696667,23.3347,25.70155,24.981,23.0472,23.42227222,24.57658333,1.55,2.494,0.03 
F1RAG3,nid1a,>tr|F1RAG3|F1RAG3_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=nid1a PE=4 SV=1,25.1,25.687025,27.21543333,27.78295,23.326675,26.8589,27.143675,26.89513611,25.77641667,0.30,-0.469,0.50 
F1RAJ8,ykt6,>tr|F1RAJ8|F1RAJ8_DANRE Synaptobrevin homolog YKT6 OS=Danio rerio GN=ykt6 PE=4 SV=1,27.3,22.34875,21.70456667,23.087675,22.92425,20.8314,23.101975,22.38033056,22.285875,0.53,-0.097,0.30 
F1RAM4,zgc:110339,>tr|F1RAM4|F1RAM4_DANRE Uncharacterized protein OS=Danio rerio GN=zgc:110339 PE=3 SV=1,55.3,25.419475,25.38336667,26.25715,22.99155,26.1278,26.39835,25.68666389,25.17256667,0.11,0.123,0.78 
F1RAM9,tmed7,>tr|F1RAM9|F1RAM9_DANRE Uncharacterized protein OS=Danio rerio GN=tmed7 PE=4 SV=1,11.1,25.06945,23.1007,22.8539,23.294625,23.21056667,21.303725,23.67468333,22.60297222,0.45,0.426,0.36 
F1RAN8,rap1gds1,>tr|F1RAN8|F1RAN8_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=rap1gds1 PE=4 SV=1,11.8,23.135475,21.48176667,20.86275,22.4572,20.2714,20.305575,21.82666389,21.01139167,0.16,-0.176,0.70 
F1RAP6,serpinf2b,>tr|F1RAP6|F1RAP6_DANRE Uncharacterized protein OS=Danio rerio GN=serpinf2b PE=3 SV=1,4.2,22.864475,21.21016667,21.244575,22.00045,21.58753333,22.0693,21.77307222,21.88576111,0.65,1.014,0.22 
F1RAQ5,necap2,>tr|F1RAQ5|F1RAQ5_DANRE Uncharacterized protein OS=Danio rerio GN=necap2 PE=4 SV=1,14.2,25.06725,22.53803333,24.540175,22.39695,21.5549,24.0525,24.04848611,22.66811667,0.05,0.071,0.89 
F1RAU7,nbeal2,>tr|F1RAU7|F1RAU7_DANRE Neurobeachin-like protein 2 (Fragment) OS=Danio rerio GN=nbeal2 PE=4 SV=1,3.6,22.538525,21.43436667,22.069,22.293725,20.12566667,21.4104,22.01396389,21.27659722,0.67,0.327,0.22 
F1RAV5,rps6ka1,>tr|F1RAV5|F1RAV5_DANRE Ribosomal protein S6 kinase OS=Danio rerio GN=rps6ka1 PE=3 SV=1,23.8,25.0552,25.4692,26.6045,25.05255,26.2455,26.10235,25.70963333,25.80013333,1.43,-1.888,0.04 
F1RB09,fn1b,>tr|F1RB09|F1RB09_DANRE Uncharacterized protein OS=Danio rerio GN=fn1b PE=4 SV=1,36.7,24.871875,23.7573,27.927725,24.242125,23.5136,27.149525,25.51896667,24.96841667,0.03,0.133,0.94 
F1RB12,si:ch73-97h19.2,>tr|F1RB12|F1RB12_DANRE Uncharacterized protein OS=Danio rerio GN=si:ch73-97h19.2 PE=4 SV=2,20.8,26.725275,24.7859,26.150275,26.7922,23.37093333,25.643325,25.88715,25.26881944,0.55,0.673,0.28 
F1RB32,arfgap2,>tr|F1RB32|F1RB32_DANRE Uncharacterized protein OS=Danio rerio GN=arfgap2 PE=4 SV=1,5.2,22.32575,21.45776667,21.1427,22.6249,20.76813333,21.199375,21.64207222,21.53080278,0.56,0.253,0.27 
F1RB70,chid1,>tr|F1RB70|F1RB70_DANRE Chitinase domain-containing protein 1 OS=Danio rerio GN=chid1 PE=3 SV=1,6.4,22.793275,22.8748,22.359375,22.590675,23.08253333,21.8924,22.67581667,22.52186944,1.23,-1.287,0.06 
F1RB89,dync1li2,>tr|F1RB89|F1RB89_DANRE Uncharacterized protein OS=Danio rerio GN=dync1li2 PE=4 SV=1,27.4,24.3927,22.45506667,25.26535,23.3815,24.91936667,24.435625,24.03770556,24.24549722,0.01,0.039,0.97 
F1RB94,u2af1,>tr|F1RB94|F1RB94_DANRE Uncharacterized protein OS=Danio rerio GN=u2af1 PE=4 SV=1,12.8,25.3235,22.09853333,25.0388,24.7587,21.5349,23.867925,24.15361111,23.387175,1.52,2.383,0.03 
F1RBD2,ahsa1b,>tr|F1RBD2|F1RBD2_DANRE Uncharacterized protein OS=Danio rerio GN=ahsa1b PE=4 SV=1,7.4,23.03525,21.70986667,22.38745,22.651775,21.2484,20.735875,22.37752222,21.54535,0.53,0.536,0.29 
F1RBE9,si:dkeyp-94b4.1,>tr|F1RBE9|F1RBE9_DANRE Uncharacterized protein OS=Danio rerio GN=si:dkeyp-94b4.1 PE=4 SV=1,2.2,22.775225,21.72173333,21.319425,22.1072,20.6632,20.918675,21.93879444,21.22969167,0.16,-0.221,0.69 
F1RBF9,gorasp2,>tr|F1RBF9|F1RBF9_DANRE Uncharacterized protein OS=Danio rerio GN=gorasp2 PE=4 SV=1,10.4,22.937275,21.68043333,23.5078,22.08745,20.48736667,22.2185,22.70850278,21.59777222,0.13,-0.294,0.75 
F1RBG8,cst14b.1,>tr|F1RBG8|F1RBG8_DANRE Uncharacterized protein OS=Danio rerio GN=cst14b.1 PE=4 SV=1,49.5,28.855925,28.86813333,28.744125,28.206975,29.0436,28.292125,28.82272778,28.51423333,1.14,1.637,0.07 
F1RBJ7,zgc:66014,>tr|F1RBJ7|F1RBJ7_DANRE Uncharacterized protein OS=Danio rerio GN=zgc:66014 PE=4 SV=1,3.9,22.783225,21.69996667,21.2641,22.0519,20.27756667,21.05675,21.91576389,21.12873889,0.04,0.133,0.92 
F1RBN0,si:dkey-178e17.3,>tr|F1RBN0|F1RBN0_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=si:dkey-178e17.3 PE=4 SV=1,16.7,21.749075,21.07263333,24.080325,22.457175,20.8871,22.4294,22.30067778,21.92455833,0.75,-0.769,0.18 
F1RBN6,ethe1,>tr|F1RBN6|F1RBN6_DANRE Uncharacterized protein OS=Danio rerio GN=ethe1 PE=4 SV=1,11.1,22.929425,21.7231,23.419175,22.4227,21.48313333,22.17245,22.69056667,22.02609444,0.46,-0.817,0.35 
F1RBR0,eif2b5,>tr|F1RBR0|F1RBR0_DANRE Uncharacterized protein OS=Danio rerio GN=eif2b5 PE=4 SV=1,3.7,23.076475,20.9646,20.280675,22.861525,20.34493333,21.46205,21.44058333,21.55616944,0.51,-0.557,0.31 
F1RBR6,pter,>tr|F1RBR6|F1RBR6_DANRE Phosphotriesterase-related protein OS=Danio rerio GN=pter PE=4 SV=1,13.8,22.30185,21.93856667,21.519875,22.374075,20.36616667,21.83215,21.92009722,21.52413056,0.64,0.812,0.23 
F1RBT2,chd4b,>tr|F1RBT2|F1RBT2_DANRE Uncharacterized protein OS=Danio rerio GN=chd4b PE=4 SV=1,2.8,22.091125,22.0347,22.200375,22.296,21.33246667,22.41845,22.10873333,22.01563889,0.85,-1.029,0.14 
F1RBU6,aifm1,>tr|F1RBU6|F1RBU6_DANRE Uncharacterized protein OS=Danio rerio GN=aifm1 PE=4 SV=1,16.3,22.9279,21.84363333,24.4551,22.618425,23.98416667,24.17955,23.07554444,23.59404722,0.97,0.383,0.11 
F1RBW3,prkcsh,>tr|F1RBW3|F1RBW3_DANRE Uncharacterized protein OS=Danio rerio GN=prkcsh PE=4 SV=1,20.4,22.277725,22.06046667,22.160225,22.9699,22.26856667,21.753625,22.16613889,22.33069722,0.16,-0.086,0.69 
F1RBZ6,eps8l1,>tr|F1RBZ6|F1RBZ6_DANRE Uncharacterized protein OS=Danio rerio GN=eps8l1 PE=4 SV=1,12.3,22.805525,21.399,20.845275,22.0709,21.28233333,21.597225,21.68326667,21.65015278,2.35,1.397,0.00 
F1RC05,fbln1,>tr|F1RC05|F1RC05_DANRE Fibulin-1 OS=Danio rerio GN=fbln1 PE=4 SV=1,13.7,23.021175,21.71433333,21.36365,22.379325,21.14503333,22.657625,22.03305278,22.06066111,4.11,-0.916,0.00 
F1RC92,cfap45,>tr|F1RC92|F1RC92_DANRE Uncharacterized protein OS=Danio rerio GN=cfap45 PE=4 SV=1,7,22.66625,21.6732,21.7035,22.532825,21.9639,26.578,22.01431667,23.691575,0.38,1.120,0.41 
F1RCA1,uba1,>tr|F1RCA1|F1RCA1_DANRE Uncharacterized protein OS=Danio rerio GN=uba1 PE=3 SV=1,48,27.106475,28.304,28.6408,26.8447,28.34136667,28.4921,28.01709167,27.89272222,0.10,-0.196,0.79 
F1RCB2,pl10,>tr|F1RCB2|F1RCB2_DANRE Uncharacterized protein OS=Danio rerio GN=pl10 PE=3 SV=1,24.4,22.434625,22.6389,26.956525,22.621775,24.34656667,26.41885,24.01001667,24.46239722,1.28,-1.029,0.05 
F1RCF3,slc35c2,>tr|F1RCF3|F1RCF3_DANRE Uncharacterized protein OS=Danio rerio GN=slc35c2 PE=4 SV=1,12.6,25.8133,22.46316667,26.2317,23.326875,22.4963,26.004425,24.83605556,23.94253333,2.77,0.729,0.00 
F1RCG2,ptges3b,>tr|F1RCG2|F1RCG2_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=ptges3b PE=4 SV=1,21,22.435625,24.9733,25.065375,22.245675,24.6499,24.8613,24.1581,23.91895833,0.17,-0.233,0.68 
F1RCG7,fkbp4,>tr|F1RCG7|F1RCG7_DANRE Uncharacterized protein OS=Danio rerio GN=fkbp4 PE=4 SV=1,30.1,23.2173,24.60926667,25.889875,22.528025,24.9211,25.597,24.57214722,24.34870833,0.19,0.441,0.65 
F1RCI9,thoc2,>tr|F1RCI9|F1RCI9_DANRE Uncharacterized protein OS=Danio rerio GN=thoc2 PE=4 SV=1,7.6,23.36705,22.4153,23.8989,23.885125,23.818,23.528775,23.22708333,23.74396667,0.05,-0.058,0.89 
F1RCJ4,capn9,>tr|F1RCJ4|F1RCJ4_DANRE Uncharacterized protein OS=Danio rerio GN=capn9 PE=4 SV=1,58.6,29.5851,29.1916,30.0164,26.020075,28.31813333,28.51565,29.5977,27.61795278,0.24,-0.046,0.58 
F1RCK3,LOC100004057,>tr|F1RCK3|F1RCK3_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=LOC100004057 PE=4 SV=1,19.3,22.298125,22.43636667,20.834675,22.7091,22.4838,22.1695,21.85638889,22.45413333,0.66,0.996,0.22 
F1RCK9,sept9a,>tr|F1RCK9|F1RCK9_DANRE Uncharacterized protein OS=Danio rerio GN=sept9a PE=3 SV=2,17.5,22.914225,22.16506667,24.9324,22.598925,23.7024,25.010775,23.33723056,23.7707,0.14,-0.335,0.72 
F1RCM3,psmb6,>tr|F1RCM3|F1RCM3_DANRE Proteasome subunit beta type OS=Danio rerio GN=psmb6 PE=3 SV=1,25.9,23.378925,23.36593333,24.126925,24.6618,24.97046667,26.058725,23.62392778,25.23033056,1.05,-0.990,0.09 
F1RCM5,si:dkey-56e3.2,>tr|F1RCM5|F1RCM5_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=si:dkey-56e3.2 PE=4 SV=1,9.6,23.264475,22.51896667,23.823425,22.078625,20.74146667,21.918425,23.20228889,21.57950556,1.36,0.566,0.04 
F1RCP0,pi4kaa,>tr|F1RCP0|F1RCP0_DANRE Uncharacterized protein OS=Danio rerio GN=pi4kaa PE=4 SV=1,3.1,22.91025,21.14716667,21.2665,23.00925,20.95263333,20.56155,21.77463889,21.50781111,1.63,0.705,0.02 
F1RCP2,osbpl7,>tr|F1RCP2|F1RCP2_DANRE Oxysterol-binding protein OS=Danio rerio GN=osbpl7 PE=3 SV=1,7.9,22.67105,21.8705,24.286925,22.276375,21.19946667,21.87115,22.942825,21.78233056,0.10,0.132,0.80 
F1RCR6,trip12,>sp|F1RCR6|TRIPC_DANRE E3 ubiquitin-protein ligase TRIP12 OS=Danio rerio GN=trip12 PE=3 SV=1,1.2,22.608375,22.01856667,21.4547,21.466975,21.2744,21.38145,22.02721389,21.374275,0.11,0.047,0.77 
F1RCT7,kif16bb,>tr|F1RCT7|F1RCT7_DANRE Kinesin-like protein OS=Danio rerio GN=kif16bb PE=3 SV=1,2.2,22.701125,22.5432,22.135125,22.49865,20.75783333,21.70705,22.45981667,21.65451111,1.46,-1.119,0.03 
F1RCY6,upf1,>tr|F1RCY6|F1RCY6_DANRE Uncharacterized protein OS=Danio rerio GN=upf1 PE=4 SV=1,4.8,22.419,21.74596667,22.570125,22.64135,21.00476667,21.89035,22.24503056,21.84548889,0.54,-1.223,0.29 
F1RD40,mycbp2,>tr|F1RD40|F1RD40_DANRE Uncharacterized protein OS=Danio rerio GN=mycbp2 PE=4 SV=1,2.1,22.039425,21.8338,22.1352,22.250325,20.2744,21.36965,22.00280833,21.298125,0.19,-0.316,0.65 
F1RD50,zgc:112962,>tr|F1RD50|F1RD50_DANRE Uncharacterized protein OS=Danio rerio GN=zgc:112962 PE=4 SV=1,6.1,22.1236,21.56036667,21.686675,22.1021,20.14246667,22.395,21.79021389,21.54652222,0.17,0.221,0.67 
F1RD77,npm1b,>tr|F1RD77|F1RD77_DANRE Uncharacterized protein OS=Danio rerio GN=npm1b PE=4 SV=1,16.8,22.13115,23.11516667,24.8033,21.7319,21.32173333,23.19495,23.34987222,22.08286111,0.24,0.572,0.58 
F1RDA6,ndufs1,>tr|F1RDA6|F1RDA6_DANRE Uncharacterized protein OS=Danio rerio GN=ndufs1 PE=4 SV=1,15.2,22.2663,21.25123333,24.2439,22.4208,20.60486667,22.84875,22.58714444,21.95813889,0.25,-0.415,0.56 
F1RDC3,tollip,>tr|F1RDC3|F1RDC3_DANRE Toll-interacting protein OS=Danio rerio GN=tollip PE=4 SV=1,19.9,22.23995,22.30906667,23.077075,22.619325,22.25433333,23.79145,22.54203056,22.88836944,1.90,0.325,0.01 
F1RDC5,xpo7,>tr|F1RDC5|F1RDC5_DANRE Uncharacterized protein OS=Danio rerio GN=xpo7 PE=4 SV=1,3.7,22.1744,21.15646667,20.85765,23.047325,21.4982,21.9012,21.39617222,22.14890833,0.22,-0.413,0.60 
F1RDE7,si:ch73-190m4.1,>tr|F1RDE7|F1RDE7_DANRE Uncharacterized protein OS=Danio rerio GN=si:ch73-190m4.1 PE=4 SV=1,1.3,22.452925,21.67026667,21.494125,22.469875,20.55723333,21.460725,21.87243889,21.49594444,0.32,-0.685,0.47 
F1RDF4,luc7l3,>tr|F1RDF4|F1RDF4_DANRE Uncharacterized protein OS=Danio rerio GN=luc7l3 PE=4 SV=1,8.2,22.881175,21.74046667,21.10865,22.867925,20.85336667,21.088525,21.91009722,21.60327222,2.06,-1.619,0.01 
F1RDF6,map2k4a,>tr|F1RDF6|F1RDF6_DANRE Uncharacterized protein OS=Danio rerio GN=map2k4a PE=4 SV=2,26.2,22.25005,21.65853333,23.687475,22.618425,21.54136667,23.096,22.53201944,22.41859722,0.01,-0.015,0.99 
F1RDG4,si:dkey-222f2.1,>tr|F1RDG4|F1RDG4_DANRE Uncharacterized protein OS=Danio rerio GN=si:dkey-222f2.1 PE=3 SV=1,16.4,22.308725,21.87796667,25.197875,22.2684,21.48683333,24.936875,23.12818889,22.89736944,0.30,0.464,0.50 
F1RDI7,entpd2a.1,>tr|F1RDI7|F1RDI7_DANRE Uncharacterized protein OS=Danio rerio GN=entpd2a.1 PE=3 SV=1,15.5,23.651825,25.23566667,25.295325,23.5656,25.27003333,24.939475,24.72760556,24.59170278,1.00,-2.842,0.10 
F1RDN8,quo,>tr|F1RDN8|F1RDN8_DANRE Uncharacterized protein OS=Danio rerio GN=quo PE=4 SV=1,1.6,21.9881,21.9575,22.210625,23.029475,20.8471,22.022425,22.052075,21.96633333,0.16,-0.349,0.70 
F1RDP7,lxn,>tr|F1RDP7|F1RDP7_DANRE Uncharacterized protein OS=Danio rerio GN=lxn PE=4 SV=1,21.9,23.31695,22.75766667,23.5727,22.324525,21.05036667,22.95465,23.21577222,22.10984722,1.42,1.604,0.04 
F1RDQ8,si:ch211-165e15.1,>tr|F1RDQ8|F1RDQ8_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=si:ch211-165e15.1 PE=4 SV=1,4.2,25.5245,24.14893333,24.23895,22.4302,25.10976667,25.5016,24.63746111,24.34718889,0.72,0.853,0.19 
F1RDQ9,ctsz,>tr|F1RDQ9|F1RDQ9_DANRE Uncharacterized protein OS=Danio rerio GN=ctsz PE=3 SV=1,11.3,23.0292,22.51996667,22.351875,22.98005,22.71586667,21.078375,22.63368056,22.25809722,0.39,-0.444,0.41 
F1RDR2,mrps27,>tr|F1RDR2|F1RDR2_DANRE Uncharacterized protein OS=Danio rerio GN=mrps27 PE=4 SV=1,5.3,21.78515,22.12933333,21.65105,22.00045,20.781,21.94855,21.85517778,21.57666667,0.76,1.330,0.17 
F1RDT4,atp6v1e1a,>tr|F1RDT4|F1RDT4_DANRE Uncharacterized protein OS=Danio rerio GN=atp6v1e1a PE=3 SV=1,8,22.07,21.8437,22.316125,22.402625,20.99206667,21.944375,22.07660833,21.77968889,1.26,-1.210,0.06 
F1RDU2,glsb,>tr|F1RDU2|F1RDU2_DANRE Uncharacterized protein OS=Danio rerio GN=glsb PE=3 SV=1,15.2,23.284275,22.90186667,24.7981,22.51505,23.22003333,24.75655,23.66141389,23.49721111,0.04,-0.040,0.90 
F1RDV2,ndufa10,>tr|F1RDV2|F1RDV2_DANRE Uncharacterized protein OS=Danio rerio GN=ndufa10 PE=4 SV=1,22.3,22.09485,21.15443333,24.22735,23.37515,20.10143333,23.6829,22.49221111,22.38649444,0.68,-1.306,0.21 
F1RDW4,LOC556241,>tr|F1RDW4|F1RDW4_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=LOC556241 PE=4 SV=1,1.4,22.5655,21.65333333,23.669175,22.61635,21.16793333,22.00675,22.62933611,21.93034444,0.74,-0.771,0.18 
F1RDX0,polr2d,>tr|F1RDX0|F1RDX0_DANRE Uncharacterized protein OS=Danio rerio GN=polr2d PE=4 SV=1,11,22.0853,21.4809,22.6488,22.225375,20.29136667,21.795375,22.07166667,21.43737222,0.29,0.599,0.51 
F1RDX1,auh,>tr|F1RDX1|F1RDX1_DANRE Uncharacterized protein OS=Danio rerio GN=auh PE=3 SV=1,12.6,22.30505,22.3071,21.571375,21.96575,20.68303333,21.23545,22.061175,21.29474444,0.04,-0.039,0.92 
F1RDY4,lrrc1,>tr|F1RDY4|F1RDY4_DANRE Uncharacterized protein OS=Danio rerio GN=lrrc1 PE=4 SV=1,14.3,22.997775,21.80996667,23.920575,22.671175,21.5344,22.395,22.90943889,22.20019167,0.02,0.035,0.95 
F1RDZ1,rab11al,>tr|F1RDZ1|F1RDZ1_DANRE Uncharacterized protein OS=Danio rerio GN=rab11al PE=3 SV=1,49.1,22.268325,24.6575,24.6064,21.973125,24.7174,23.142925,23.844075,23.27781667,0.05,-0.127,0.89 
F1RE41,abi3a,>tr|F1RE41|F1RE41_DANRE Uncharacterized protein OS=Danio rerio GN=abi3a PE=4 SV=1,5.1,22.43165,21.05123333,20.300175,22.79285,21.56976667,20.6532,21.26101944,21.67193889,0.53,0.220,0.29 
F1RE51,si:dkey-85k15.6,>tr|F1RE51|F1RE51_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=si:dkey-85k15.6 PE=4 SV=1,5.9,22.242475,21.20626667,22.078275,22.303,21.76366667,22.0641,21.84233889,22.04358889,0.87,-0.661,0.13 
F1RE68,srsf11,>tr|F1RE68|F1RE68_DANRE Uncharacterized protein OS=Danio rerio GN=srsf11 PE=4 SV=1,16.1,21.92525,23.64306667,25.933275,23.3188,23.50836667,25.0599,23.83386389,23.96235556,0.37,0.880,0.43 
F1RE72,zgc:153317,>tr|F1RE72|F1RE72_DANRE Uncharacterized protein OS=Danio rerio GN=zgc:153317 PE=4 SV=1,41.9,22.20335,24.57176667,24.1044,21.832275,22.8749,24.045825,23.62650556,22.91766667,0.65,0.402,0.23 
F1RE77,vrk3,>tr|F1RE77|F1RE77_DANRE Uncharacterized protein OS=Danio rerio GN=vrk3 PE=4 SV=1,13.9,22.3007,21.35023333,20.554075,22.32385,21.5967,21.3544,21.40166944,21.75831667,0.30,-0.579,0.50 
F1RE78,fbn2b,>tr|F1RE78|F1RE78_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=fbn2b PE=4 SV=1,4.9,22.30035,21.47683333,22.89065,22.297,21.088,20.82555,22.22261111,21.40351667,1.70,-1.421,0.02 
F1REA4,LOC101885456,>tr|F1REA4|F1REA4_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=LOC101885456 PE=4 SV=1,14.2,22.63475,21.3623,22.46705,22.680025,20.48893333,21.854725,22.1547,21.67456111,0.46,0.446,0.35 
F1REE8,trip11,>tr|F1REE8|F1REE8_DANRE Uncharacterized protein OS=Danio rerio GN=trip11 PE=4 SV=1,1.2,23.04585,22.2075,20.29615,22.557975,21.07826667,21.142275,21.84983333,21.59283889,0.31,-0.610,0.49 
F1REF6,si:ch211-67f24.5,>tr|F1REF6|F1REF6_DANRE Galectin OS=Danio rerio GN=si:ch211-67f24.5 PE=4 SV=1,17.7,25.151625,23.29123333,24.7489,23.05325,23.80126667,24.7602,24.39725278,23.87157222,0.69,-0.657,0.20 
F1REH0,vcla,>tr|F1REH0|F1REH0_DANRE Uncharacterized protein OS=Danio rerio GN=vcla PE=4 SV=1,19.2,25.0737,26.4379,27.2138,24.191075,26.07013333,26.60985,26.2418,25.62368611,0.49,1.283,0.33 
F1REH8,anxa13,>tr|F1REH8|F1REH8_DANRE Annexin OS=Danio rerio GN=anxa13 PE=3 SV=1,47.2,24.94925,25.17823333,26.192275,24.8066,25.169,26.295325,25.43991944,25.42364167,0.51,-0.943,0.31 
F1REJ8,thbs4a,>tr|F1REJ8|F1REJ8_DANRE Uncharacterized protein OS=Danio rerio GN=thbs4a PE=4 SV=1,6.1,22.520025,21.06733333,20.508775,21.9943,20.56953333,21.664725,21.36537778,21.40951944,1.48,-0.447,0.03 
F1REL9,lamb1b,>tr|F1REL9|F1REL9_DANRE Uncharacterized protein OS=Danio rerio GN=lamb1b PE=4 SV=1,18.7,23.4613,25.59676667,26.427875,22.19145,26.88226667,26.938525,25.16198056,25.33741389,0.20,-0.737,0.63 
F1REN0,cul5a,>tr|F1REN0|F1REN0_DANRE Uncharacterized protein OS=Danio rerio GN=cul5a PE=3 SV=1,9.5,22.4597,21.96496667,20.975775,22.50525,21.0682,23.028225,21.80014722,22.20055833,0.33,0.988,0.47 
F2Z4R7,aldh2.2,>tr|F2Z4R7|F2Z4R7_DANRE Uncharacterized protein OS=Danio rerio GN=aldh2.2 PE=3 SV=1,41.5,22.27255,22.27203333,22.5996,22.637225,22.3057,22.479725,22.38139444,22.47421667,0.92,-0.952,0.12 
F2Z4T4,akap12b,>tr|F2Z4T4|F2Z4T4_DANRE Uncharacterized protein OS=Danio rerio GN=akap12b PE=4 SV=1,6.4,22.7638,21.85013333,20.650275,22.806225,21.6069,23.983925,21.75473611,22.79901667,0.51,-0.726,0.31 
F2Z4U3,wls,>tr|F2Z4U3|F2Z4U3_DANRE Uncharacterized protein OS=Danio rerio GN=wls PE=4 SV=1,3.3,22.24925,21.62376667,21.02755,22.33195,21.90476667,21.44685,21.63352222,21.89452222,0.05,-0.070,0.89 
F5H8N4,lrpprc,>tr|F5H8N4|F5H8N4_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=lrpprc PE=4 SV=1,2.6,26.549575,21.4875,23.506525,24.599025,20.83496667,21.80485,23.84786667,22.41294722,0.79,1.497,0.16 
F6NGD6,slc27a2b,>tr|F6NGD6|F6NGD6_DANRE Uncharacterized protein OS=Danio rerio GN=slc27a2b PE=4 SV=1,3.7,22.58825,22.00993333,20.85395,22.091175,20.42666667,20.586625,21.81737778,21.03482222,0.70,1.699,0.20 
F6NJS4,atl2,>tr|F6NJS4|F6NJS4_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=atl2 PE=4 SV=1,3,22.410925,21.65456667,22.7508,22.74605,20.8753,22.617825,22.27209722,22.079725,0.47,-1.032,0.34 
F6NK37,cfh,>tr|F6NK37|F6NK37_DANRE Uncharacterized protein OS=Danio rerio GN=cfh PE=4 SV=1,3.9,22.079575,22.24583333,20.974425,22.2199,23.1968,22.365475,21.76661111,22.59405833,0.23,-0.296,0.59 
F6NKS7,zgc:66475,>tr|F6NKS7|F6NKS7_DANRE Uncharacterized protein OS=Danio rerio GN=zgc:66475 PE=4 SV=1,10.5,22.905825,21.73996667,21.823325,22.5823,21.34366667,21.5434,22.15637222,21.82312222,0.11,-0.146,0.77 
F6NLI6,ppib,>tr|F6NLI6|F6NLI6_DANRE Peptidyl-prolyl cis-trans isomerase OS=Danio rerio GN=ppib PE=3 SV=1,52.4,26.79285,27.11243333,27.2935,25.698575,27.591,27.541125,27.06626111,26.94356667,0.85,1.182,0.14 
F6NMD4,si:ch211-288g17.4,>tr|F6NMD4|F6NMD4_DANRE Uncharacterized protein OS=Danio rerio GN=si:ch211-288g17.4 PE=4 SV=1,20.6,22.503975,22.07806667,23.455575,22.834725,21.89573333,24.45755,22.67920556,23.06266944,0.01,-0.043,0.98 
F6NP87,ndufa9a,>tr|F6NP87|F6NP87_DANRE Uncharacterized protein OS=Danio rerio GN=ndufa9a PE=4 SV=1,10.3,22.03165,22.00933333,22.57275,21.827475,21.37236667,21.8538,22.20457778,21.68454722,0.79,-2.844,0.16 
F6NPA4,col5a1,>tr|F6NPA4|F6NPA4_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=col5a1 PE=4 SV=1,8.7,24.056875,26.84333333,25.642325,26.23155,27.40636667,25.11885,25.51417778,26.25225556,0.78,-1.290,0.17 
F6NQ93,puf60a,>tr|F6NQ93|F6NQ93_DANRE Uncharacterized protein OS=Danio rerio GN=puf60a PE=4 SV=1,20.6,22.35665,21.48906667,21.17815,22.870825,21.6816,21.77145,21.67462222,22.10795833,0.46,-1.110,0.35 
F6NTZ9,a2ml,>tr|F6NTZ9|F6NTZ9_DANRE Uncharacterized protein (Fragment) OS=Danio rerio GN=a2ml PE=4 SV=1,28,23.405625,25.1911,25.399075,26.084125,26.92546667,26.63125,24.66526667,26.54694722,0.30,-0.567,0.50 
F6NXD5,marcksb,>tr|F6NXD5|F6NXD5_DANRE Myristoylated alanine rich protein kinase C substrate b OS=Danio rerio GN=marcksb PE=2 SV=1,15,21.944325,21.34,22.4481,22.70255,21.53226667,21.8537,21.91080833,22.02950556,0.27,-0.116,0.53 
F6NXE7,cpsf1,>tr|F6NXE7|F6NXE7_DANRE Uncharacterized protein OS=Danio rerio GN=cpsf1 PE=4 SV=1,2.3,22.9,21.1597,22.513375,22.332675,20.92896667,22.537375,22.191025,21.93300556,0.56,-0.577,0.27 
F6P2R4,gcat,>tr|F6P2R4|F6P2R4_DANRE Uncharacterized protein OS=Danio rerio GN=gcat PE=3 SV=1,14.2,24.874775,23.23653333,23.996775,22.58995,23.5995,23.49785,24.03602778,23.2291,0.06,-0.109,0.88 
F6P3G4,psmd11a,>sp|F6P3G4|PS11A_DANRE 26S proteasome non-ATPase regulatory subunit 11A OS=Danio rerio GN=psmd11a PE=2 SV=1,37.3,22.387125,25.46803333,26.762925,24.5215,25.82973333,26.574525,24.87269444,25.64191944,1.23,1.500,0.06 
